serialnbr,productcode,batchnbr,Machinetime,Assemblytime,Finishingtime,cost
P4B4181N20,P4,B4181,5.0,6.16,5.8,97.49
P4B4182N11,P4,B4182,4.99,5.71,5.88,96.51
P4B4182N12,P4,B4182,5.12,5.75,6.05,97.74
P4B4182N13,P4,B4182,5.08,5.95,6.14,98.7
P4B4182N14,P4,B4182,5.07,6.08,6.02,98.47
P4B4182N15,P4,B4182,4.76,5.97,6.29,98.89
P4B4182N16,P4,B4182,4.98,6.34,5.94,98.67
P4B4182N17,P4,B4182,5.03,6.28,5.86,98.2
P4B4182N18,P4,B4182,5.18,5.92,6.03,98.28
P4B4182N19,P4,B4182,4.83,6.03,6.17,98.6
P4B4182N20,P4,B4182,4.74,5.87,5.88,96.48
P4B4183N11,P4,B4183,4.96,6.32,5.81,97.92
P4B4183N12,P4,B4183,5.21,5.95,6.22,99.38
P4B4183N13,P4,B4183,4.82,6.07,5.85,97.11
P4B4183N14,P4,B4183,4.93,6.2,5.91,98.01
P4B4183N15,P4,B4183,5.07,6.02,6.26,99.51
P4B4183N16,P4,B4183,5.03,6.2,5.77,97.51
P4B4183N17,P4,B4183,5.23,5.95,6.02,98.4
P4B4183N18,P4,B4183,4.93,6.08,5.95,97.85
P4B4183N19,P4,B4183,5.11,6.4,5.85,98.66
P4B4183N20,P4,B4183,5.01,6.01,6.45,100.29
P4B4184N11,P4,B4184,5.1,6.08,5.79,97.38
P4B4184N12,P4,B4184,4.9,5.9,6.03,97.65
P4B4184N13,P4,B4184,4.97,6.09,6.3,99.72
P4B4184N14,P4,B4184,4.99,6.19,5.87,97.89
P4B4184N15,P4,B4184,4.84,5.94,6.27,98.85
P4B4184N16,P4,B4184,5.13,5.95,6.15,98.85
P4B4184N17,P4,B4184,4.96,5.89,5.72,96.17
P4B4184N18,P4,B4184,5.06,5.96,6.34,99.7
P4B4184N19,P4,B4184,4.98,5.7,5.83,96.2
P4B4184N20,P4,B4184,5.04,6.49,6.13,100.2
P4B4185N11,P4,B4185,5.35,6.05,5.82,97.92
P4B4185N12,P4,B4185,5.02,6.13,6.25,99.68
P4B4185N13,P4,B4185,4.93,5.74,5.98,96.99
P4B4185N14,P4,B4185,5.08,6.25,6.09,99.36
P4B4185N15,P4,B4185,5.0,5.84,5.89,96.97
P4B4185N16,P4,B4185,4.73,6.1,5.99,97.73
P4B4185N17,P4,B4185,5.1,6.16,6.11,99.23
P4B4185N18,P4,B4185,4.94,5.82,6.25,98.59
P4B4185N19,P4,B4185,5.18,5.74,5.97,97.43
P4B4185N20,P4,B4185,4.81,5.81,5.65,95.31
P4B4186N11,P4,B4186,4.96,5.88,6.14,98.27
P4B4186N12,P4,B4186,5.08,6.0,5.61,96.23
P4B4186N13,P4,B4186,4.61,6.09,5.85,96.74
P4B4186N14,P4,B4186,4.98,5.75,5.77,96.07
P4B4186N15,P4,B4186,4.89,6.19,5.71,96.89
P4B4186N16,P4,B4186,4.99,5.87,5.88,96.98
P4B4186N17,P4,B4186,4.98,5.89,5.66,95.93
P4B4186N18,P4,B4186,5.09,5.87,6.24,99.0
P4B4186N19,P4,B4186,4.92,6.02,6.04,98.1
P4B4186N20,P4,B4186,4.89,5.73,5.79,95.92
P4B4187N11,P4,B4187,5.1,6.46,6.33,101.22
P4B4187N12,P4,B4187,5.02,5.96,5.77,96.76
P4B4187N13,P4,B4187,5.0,6.38,5.83,98.3
P4B4187N14,P4,B4187,5.27,5.89,5.98,98.12
P4B4187N15,P4,B4187,5.03,6.2,6.26,99.97
P4B4187N16,P4,B4187,4.98,6.2,6.39,100.5
P4B4187N17,P4,B4187,4.87,6.01,5.87,97.11
P4B4187N18,P4,B4187,5.2,5.8,6.06,98.1
P4B4187N19,P4,B4187,5.02,5.93,5.96,97.64
P4B4187N20,P4,B4187,5.09,6.22,5.71,97.39
P4B4188N11,P4,B4188,4.89,6.03,6.04,98.07
P4B4188N12,P4,B4188,5.21,5.87,6.08,98.44
P4B4188N13,P4,B4188,4.92,6.02,6.18,98.8
P4B4188N14,P4,B4188,4.89,6.08,5.75,96.78
P4B4188N15,P4,B4188,5.21,5.77,5.98,97.63
P4B4188N16,P4,B4188,4.96,5.92,6.11,98.24
P4B4188N17,P4,B4188,5.24,6.03,5.8,97.58
P4B4188N18,P4,B4188,5.19,6.03,5.85,97.73
P4B4188N19,P4,B4188,4.82,6.06,5.85,97.08
P4B4188N20,P4,B4188,4.84,6.27,5.88,97.86
P4B4189N11,P4,B4189,5.03,6.19,6.39,100.58
P4B4189N12,P4,B4189,4.83,6.21,5.96,98.09
P4B4189N13,P4,B4189,5.27,5.84,6.07,98.42
P4B4189N14,P4,B4189,4.85,5.82,6.49,99.62
P4B4189N15,P4,B4189,5.23,5.69,5.99,97.48
P4B4189N16,P4,B4189,5.17,5.92,6.25,99.34
P4B4189N17,P4,B4189,5.09,5.8,6.09,98.04
P4B4189N18,P4,B4189,4.9,6.23,5.78,97.39
P4B4189N19,P4,B4189,4.92,6.03,6.02,98.02
P4B4189N20,P4,B4189,4.81,6.12,5.72,96.58
P4B4190N11,P4,B4190,5.2,5.82,6.37,99.7
P4B4190N12,P4,B4190,5.05,5.88,5.99,97.69
P4B4190N13,P4,B4190,5.23,5.92,5.89,97.67
P4B4190N14,P4,B4190,5.11,5.91,6.32,99.54
P4B4190N15,P4,B4190,4.83,5.83,5.88,96.56
P4B4190N16,P4,B4190,4.89,6.02,5.95,97.6
P4B4190N17,P4,B4190,4.88,6.31,5.83,97.86
P4B4190N18,P4,B4190,5.11,6.05,5.92,97.96
P4B4190N19,P4,B4190,5.05,6.08,5.77,97.21
P4B4190N20,P4,B4190,5.12,6.25,5.97,98.86
P4B4191N11,P4,B4191,5.03,5.72,6.06,97.52
P4B4191N12,P4,B4191,5.15,5.86,5.64,96.1
P4B4191N13,P4,B4191,4.99,5.88,5.73,96.28
P4B4191N14,P4,B4191,4.94,5.6,5.79,95.64
P4B4191N15,P4,B4191,4.9,6.0,5.77,96.64
P4B4191N16,P4,B4191,5.01,6.03,5.83,97.25
P4B4191N17,P4,B4191,5.06,6.13,5.78,97.4
P4B4191N18,P4,B4191,5.13,6.01,5.85,97.54
P4B4191N19,P4,B4191,5.07,6.17,6.35,100.39
P4B4191N20,P4,B4191,4.87,5.98,5.89,97.12
P4B4192N11,P4,B4192,5.11,6.0,6.02,98.31
P4B4192N12,P4,B4192,5.11,6.15,6.28,100.08
P4B4192N13,P4,B4192,5.03,6.0,6.08,98.46
P4B4192N14,P4,B4192,4.9,6.09,5.89,97.52
P4B4192N15,P4,B4192,5.02,6.0,5.98,97.94
P4B4192N16,P4,B4192,5.2,5.92,5.85,97.42
P4B4192N17,P4,B4192,5.04,5.96,6.59,100.92
P4B4192N18,P4,B4192,5.14,5.84,5.86,97.11
P4B4192N19,P4,B4192,4.98,5.8,5.93,97.01
P4B4192N20,P4,B4192,4.87,5.86,6.12,97.92
P4B4193N11,P4,B4193,4.87,6.02,5.85,97.04
P4B4193N12,P4,B4193,4.98,5.89,5.94,97.34
P4B4193N13,P4,B4193,5.21,5.83,5.79,96.86
P4B4193N14,P4,B4193,5.19,5.75,6.2,98.63
P4B4193N15,P4,B4193,4.89,6.47,6.01,99.22
P4B4193N16,P4,B4193,4.8,6.13,5.8,97.0
P4B4193N17,P4,B4193,4.93,6.21,6.38,100.4
P4B4193N18,P4,B4193,4.89,6.19,5.75,97.09
P4B4193N19,P4,B4193,4.78,6.12,5.76,96.72
P4B4193N20,P4,B4193,4.96,6.28,6.11,99.3
P4B4194N11,P4,B4194,4.79,6.21,6.11,98.77
P4B4194N12,P4,B4194,4.9,6.04,6.09,98.37
P4B4194N13,P4,B4194,4.93,6.11,5.8,97.19
P4B4194N14,P4,B4194,5.02,6.3,5.62,97.05
P4B4194N15,P4,B4194,4.88,6.17,6.31,99.82
P4B4194N16,P4,B4194,5.15,6.12,6.22,99.75
P4B4194N17,P4,B4194,4.75,5.86,5.81,96.13
P4B4194N18,P4,B4194,4.98,5.93,6.31,99.31
P4B4194N19,P4,B4194,5.06,6.1,5.99,98.37
P4B4194N20,P4,B4194,5.19,5.7,6.29,98.93
P4B4195N11,P4,B4195,5.07,5.74,6.07,97.71
P4B4195N12,P4,B4195,5.05,6.18,6.17,99.5
P4B4195N13,P4,B4195,5.08,6.0,6.19,99.11
P4B4195N14,P4,B4195,5.08,5.97,5.9,97.56
P4B4195N15,P4,B4195,4.9,5.42,6.0,96.05
P4B4195N16,P4,B4195,4.92,5.66,6.13,97.48
P4B4195N17,P4,B4195,5.15,6.14,5.92,98.3
P4B4195N18,P4,B4195,4.85,6.01,5.79,96.68
P4B4195N19,P4,B4195,4.93,6.0,5.81,96.9
P4B4195N20,P4,B4195,4.77,6.08,5.9,97.27
P4B4196N11,P4,B4196,5.03,6.11,5.87,97.74
P4B4196N12,P4,B4196,4.98,6.36,6.19,99.99
P4B4196N13,P4,B4196,5.07,6.01,6.09,98.62
P4B4196N14,P4,B4196,5.1,5.56,5.33,93.53
P4B4196N15,P4,B4196,5.06,6.13,5.86,97.8
P4B4196N16,P4,B4196,4.96,5.76,6.0,97.21
P4B4196N17,P4,B4196,5.45,6.32,6.02,99.96
P4B4196N18,P4,B4196,4.84,6.04,5.96,97.59
P4B4196N19,P4,B4196,4.83,6.25,6.14,99.12
P4B4196N20,P4,B4196,4.89,6.14,6.12,98.82
P4B4197N11,P4,B4197,4.84,6.08,6.01,97.97
P4B4197N12,P4,B4197,5.29,6.12,5.88,98.34
P4B4197N13,P4,B4197,4.81,5.96,5.69,95.96
P4B4197N14,P4,B4197,5.4,5.86,6.02,98.49
P4B4197N15,P4,B4197,4.92,6.12,5.82,97.28
P4B4197N16,P4,B4197,5.01,6.12,5.97,98.23
P4B4197N17,P4,B4197,4.66,6.19,5.88,97.3
P4B4197N18,P4,B4197,5.03,5.76,6.03,97.49
P4B4197N19,P4,B4197,5.14,5.95,6.11,98.68
P4B4197N20,P4,B4197,4.97,5.96,6.04,98.02
P4B4198N11,P4,B4198,4.79,5.96,6.59,100.42
P4B4198N12,P4,B4198,4.75,6.04,5.78,96.51
P4B4198N13,P4,B4198,4.95,5.82,6.13,98.0
P4B4198N14,P4,B4198,5.1,5.91,5.92,97.53
P4B4198N15,P4,B4198,5.05,5.87,6.34,99.4
P4B4198N16,P4,B4198,5.01,5.79,5.85,96.66
P4B4198N17,P4,B4198,5.06,6.01,5.76,96.96
P4B4198N18,P4,B4198,5.01,6.04,6.2,99.17
P4B4198N19,P4,B4198,5.12,6.06,6.0,98.44
P4B4198N20,P4,B4198,5.07,6.05,6.38,100.19
P4B4199N11,P4,B4199,4.92,5.97,5.59,95.69
P4B4199N12,P4,B4199,4.69,5.94,5.86,96.49
P4B4199N13,P4,B4199,5.27,5.99,5.95,98.26
P4B4199N14,P4,B4199,5.3,5.93,6.31,99.94
P4B4199N15,P4,B4199,4.91,5.98,5.98,97.66
P4B4199N16,P4,B4199,5.02,5.77,6.0,97.34
P4B4199N17,P4,B4199,4.91,6.22,5.75,97.21
P4B4199N18,P4,B4199,4.91,6.29,5.8,97.69
P4B4199N19,P4,B4199,4.9,6.28,5.91,98.18
P4B4199N20,P4,B4199,5.06,6.21,6.1,99.23
P4B4200N11,P4,B4200,5.19,5.78,5.6,95.72
P4B4200N12,P4,B4200,5.26,6.25,5.95,99.02
P4B4200N13,P4,B4200,4.9,6.26,5.8,97.59
P4B4200N14,P4,B4200,4.94,6.15,5.96,98.14
P4B4200N15,P4,B4200,5.08,5.57,6.03,97.02
P4B4200N16,P4,B4200,4.96,6.05,5.71,96.61
P4B4200N17,P4,B4200,5.17,6.19,6.11,99.47
P4B4200N18,P4,B4200,5.13,5.79,6.03,97.79
P4B4200N19,P4,B4200,5.19,6.13,6.11,99.32
P4B4200N20,P4,B4200,5.02,5.86,6.06,97.91
P4B4201N11,P4,B4201,5.1,5.93,6.35,99.75
P4B4201N12,P4,B4201,5.04,5.93,6.33,99.52
P4B4201N13,P4,B4201,5.01,5.69,5.8,96.1
P4B4201N14,P4,B4201,5.12,6.13,6.1,99.14
P4B4201N15,P4,B4201,4.71,5.95,5.77,96.12
P4B4201N16,P4,B4201,5.08,6.34,6.14,99.88
P4B4201N17,P4,B4201,4.86,5.75,6.11,97.51
P4B4201N18,P4,B4201,4.72,6.06,6.04,97.82
P4B4201N19,P4,B4201,4.96,5.72,5.95,96.81
P4B4201N20,P4,B4201,5.17,5.99,6.18,99.21
P4B4202N11,P4,B4202,5.05,6.1,6.17,99.23
P4B4202N12,P4,B4202,4.99,6.04,6.11,98.67
P4B4202N13,P4,B4202,4.76,6.28,5.97,98.23
P4B4202N14,P4,B4202,4.71,5.91,5.83,96.31
P4B4202N15,P4,B4202,5.06,6.19,6.21,99.72
P4B4202N16,P4,B4202,4.92,6.06,5.81,97.08
P4B4202N17,P4,B4202,5.07,5.69,6.02,97.32
P4B4202N18,P4,B4202,5.09,6.01,6.07,98.56
P4B4202N19,P4,B4202,5.35,5.95,6.25,99.78
P4B4202N20,P4,B4202,4.79,5.82,5.91,96.61
P4B4203N11,P4,B4203,5.15,5.72,6.1,97.96
P4B4203N12,P4,B4203,5.1,5.71,6.09,97.77
P4B4203N13,P4,B4203,5.03,6.05,5.71,96.76
P4B4203N14,P4,B4203,4.93,5.62,6.2,97.72
P4B4203N15,P4,B4203,5.11,5.85,5.94,97.47
P4B4203N16,P4,B4203,4.96,5.89,6.24,98.79
P4B4203N17,P4,B4203,4.98,5.94,5.9,97.28
P4B4203N18,P4,B4203,5.24,5.98,5.94,98.1
P4B4203N19,P4,B4203,4.55,5.81,6.03,96.67
P4B4203N20,P4,B4203,4.94,6.41,6.25,100.36
P4B4204N11,P4,B4204,5.03,5.65,6.16,97.8
P4B4204N12,P4,B4204,5.07,6.03,5.53,95.88
P4B4204N13,P4,B4204,5.25,6.23,5.9,98.69
P4B4204N14,P4,B4204,5.29,6.62,6.01,100.48
P4B4204N15,P4,B4204,5.04,6.17,6.03,98.73
P4B4204N16,P4,B4204,5.0,6.09,6.05,98.51
P4B4204N17,P4,B4204,4.89,6.02,5.63,95.99
P4B4204N18,P4,B4204,4.87,5.91,6.23,98.63
P4B4204N19,P4,B4204,4.95,6.2,5.94,98.2
P4B4204N20,P4,B4204,5.27,5.76,6.32,99.43
P4B4205N11,P4,B4205,5.11,6.16,6.38,100.6
P4B4205N12,P4,B4205,4.85,5.6,6.33,98.16
P4B4205N13,P4,B4205,4.96,5.63,5.97,96.65
P4B4205N14,P4,B4205,4.88,6.02,5.76,96.62
P4B4205N15,P4,B4205,5.01,5.93,5.97,97.65
P4B4205N16,P4,B4205,4.98,6.3,6.02,98.95
P4B4205N17,P4,B4205,5.2,6.15,6.23,100.0
P4B4205N18,P4,B4205,4.87,6.06,6.17,98.78
P4B4205N19,P4,B4205,5.06,6.5,6.05,99.88
P4B4205N20,P4,B4205,4.98,5.94,5.9,97.29
P4B4206N11,P4,B4206,5.08,5.94,5.73,96.64
P4B4206N12,P4,B4206,4.86,6.12,5.83,97.23
P4B4206N13,P4,B4206,5.16,5.94,6.02,98.24
P4B4206N14,P4,B4206,4.91,5.73,5.93,96.65
P4B4206N15,P4,B4206,4.98,6.27,5.81,97.81
P4B4206N16,P4,B4206,4.87,6.09,6.01,98.07
P4B4206N17,P4,B4206,5.14,5.84,6.03,97.95
P4B4206N18,P4,B4206,5.12,6.02,6.06,98.59
P4B4206N19,P4,B4206,5.26,5.83,5.93,97.65
P4B4206N20,P4,B4206,5.03,6.12,5.94,98.12
P4B4207N11,P4,B4207,4.97,6.07,6.02,98.26
P4B4207N12,P4,B4207,4.84,6.2,5.7,96.78
P4B4207N13,P4,B4207,4.73,6.19,5.55,95.79
P4B4207N14,P4,B4207,5.16,5.83,6.28,99.23
P4B4207N15,P4,B4207,4.86,6.15,6.28,99.57
P4B4207N16,P4,B4207,5.03,6.1,6.13,99.01
P4B4207N17,P4,B4207,4.99,6.11,5.95,98.04
P4B4207N18,P4,B4207,4.82,5.96,5.69,95.97
P4B4207N19,P4,B4207,4.98,5.78,5.62,95.4
P4B4207N20,P4,B4207,5.02,5.91,6.18,98.68
P4B4208N11,P4,B4208,5.22,6.04,5.64,96.75
P4B4208N12,P4,B4208,5.05,5.91,5.68,96.24
P4B4208N13,P4,B4208,5.14,6.0,6.02,98.38
P4B4208N14,P4,B4208,4.69,6.32,5.86,97.64
P4B4208N15,P4,B4208,4.89,5.97,6.06,98.0
P4B4208N16,P4,B4208,5.13,5.91,6.12,98.61
P4B4208N17,P4,B4208,5.08,6.09,5.95,98.18
P4B4208N18,P4,B4208,4.81,6.05,6.11,98.31
P4B4208N19,P4,B4208,5.12,6.22,6.27,100.24
P4B4208N20,P4,B4208,5.11,6.08,6.37,100.3
P4B4209N11,P4,B4209,4.92,6.07,6.29,99.5
P4B4209N12,P4,B4209,4.9,6.2,6.0,98.39
P4B4209N13,P4,B4209,4.96,6.17,5.79,97.37
P4B4209N14,P4,B4209,5.27,5.8,5.94,97.65
P4B4209N15,P4,B4209,4.75,5.86,5.88,96.48
P4B4209N16,P4,B4209,5.36,6.14,5.93,98.77
P4B4209N17,P4,B4209,4.96,5.88,6.08,97.96
P4B4209N18,P4,B4209,5.11,5.99,6.06,98.49
P4B4209N19,P4,B4209,4.81,5.84,5.76,95.95
P4B4209N20,P4,B4209,4.55,6.21,6.1,98.24
P4B4210N11,P4,B4210,4.82,5.77,5.98,96.84
P4B4210N12,P4,B4210,4.93,5.87,5.98,97.37
P4B4210N13,P4,B4210,5.26,5.95,6.09,98.81
P4B4210N14,P4,B4210,4.82,5.9,5.94,97.03
P4B4210N15,P4,B4210,5.09,6.16,5.87,98.01
P4B4210N16,P4,B4210,4.8,5.93,6.1,97.89
P4B4210N17,P4,B4210,4.91,5.95,5.93,97.3
P4B4210N18,P4,B4210,5.08,6.0,6.02,98.24
P4B4210N19,P4,B4210,4.88,6.17,5.98,98.16
P4B4210N20,P4,B4210,5.04,5.78,6.24,98.63
P4B4211N11,P4,B4211,4.94,5.97,5.7,96.28
P4B4211N12,P4,B4211,4.8,5.98,6.31,99.07
P4B4211N13,P4,B4211,4.89,6.12,6.09,98.59
P4B4211N14,P4,B4211,5.16,6.2,5.9,98.41
P4B4211N15,P4,B4211,5.12,6.1,5.91,98.09
P4B4211N16,P4,B4211,4.57,6.02,6.0,97.19
P4B4211N17,P4,B4211,5.03,5.68,5.72,95.68
P4B4211N18,P4,B4211,4.85,6.03,5.96,97.57
P4B4211N19,P4,B4211,4.88,6.22,6.1,98.92
P4B4211N20,P4,B4211,4.95,5.62,6.1,97.25
P4B4212N11,P4,B4212,5.28,6.12,5.68,97.31
P4B4212N12,P4,B4212,4.96,5.89,5.8,96.6
P4B4212N13,P4,B4212,5.13,6.36,5.96,99.13
P4B4212N14,P4,B4212,4.99,6.0,5.98,97.88
P4B4212N15,P4,B4212,5.12,5.73,6.08,97.83
P4B4212N16,P4,B4212,5.18,5.78,5.72,96.3
P4B4212N17,P4,B4212,4.79,5.75,5.94,96.53
P4B4212N18,P4,B4212,5.07,6.25,6.1,99.39
P4B4212N19,P4,B4212,4.9,5.9,5.97,97.34
P4B4212N20,P4,B4212,5.17,6.24,5.8,98.05
P4B4213N11,P4,B4213,5.05,5.92,5.93,97.5
P4B4213N12,P4,B4213,4.96,5.98,5.91,97.41
P4B4213N13,P4,B4213,5.14,6.21,5.91,98.44
P4B4213N14,P4,B4213,5.07,6.01,5.8,97.17
P4B4213N15,P4,B4213,5.2,5.78,5.99,97.68
P4B4213N16,P4,B4213,4.96,6.21,6.35,100.3
P4B4213N17,P4,B4213,5.12,6.47,6.07,100.01
P4B4213N18,P4,B4213,4.93,6.3,6.18,99.65
P4B4213N19,P4,B4213,5.39,5.83,5.96,98.08
P4B4213N20,P4,B4213,5.07,5.78,5.9,96.97
P4B4214N11,P4,B4214,4.84,6.54,5.92,98.88
P4B4214N12,P4,B4214,4.76,5.63,5.63,94.58
P4B4214N13,P4,B4214,4.82,6.07,5.97,97.7
P4B4214N14,P4,B4214,4.97,6.12,6.2,99.31
P4B4214N15,P4,B4214,5.13,5.93,6.52,100.65
P4B4214N16,P4,B4214,4.93,5.56,6.13,97.18
P4B4214N17,P4,B4214,5.02,6.01,5.91,97.63
P4B4214N18,P4,B4214,5.11,6.02,6.02,98.39
P4B4214N19,P4,B4214,4.88,5.93,6.1,98.06
P4B4214N20,P4,B4214,4.77,6.08,5.99,97.72
P4B4215N11,P4,B4215,5.03,5.74,5.84,96.47
P4B4215N12,P4,B4215,4.79,6.22,5.54,95.94
P4B4215N13,P4,B4215,5.14,6.03,5.98,98.26
P4B4215N14,P4,B4215,4.92,6.03,6.25,99.18
P4B4215N15,P4,B4215,4.9,5.88,5.88,96.85
P4B4215N16,P4,B4215,5.15,5.82,6.13,98.4
P4B4215N17,P4,B4215,5.22,6.15,6.15,99.64
P4B4215N18,P4,B4215,5.0,6.01,6.18,98.93
P4B4215N19,P4,B4215,5.02,6.06,5.8,97.22
P4B4215N20,P4,B4215,4.81,5.78,5.75,95.71
P4B4216N11,P4,B4216,5.1,5.7,5.65,95.55
P4B4216N12,P4,B4216,5.14,5.99,5.77,97.1
P4B4216N13,P4,B4216,5.21,6.13,6.03,98.97
P4B4216N14,P4,B4216,5.05,5.93,5.76,96.7
P4B4216N15,P4,B4216,5.04,5.91,5.94,97.5
P4B4216N16,P4,B4216,4.75,5.96,6.07,97.75
P4B4216N17,P4,B4216,5.13,5.93,6.06,98.36
P4B4216N18,P4,B4216,5.0,6.09,6.14,98.98
P4B4216N19,P4,B4216,5.1,5.81,6.16,98.43
P4B4216N20,P4,B4216,5.14,6.19,5.65,97.09
P4B4217N11,P4,B4217,5.12,5.92,5.98,97.91
P4B4217N12,P4,B4217,5.14,5.89,5.74,96.67
P4B4217N13,P4,B4217,5.03,6.06,6.26,99.55
P4B4217N14,P4,B4217,5.01,6.14,6.46,100.74
P4B4217N15,P4,B4217,4.88,6.27,5.89,98.03
P4B4217N16,P4,B4217,5.12,6.19,5.84,98.01
P4B4217N17,P4,B4217,4.75,5.66,6.03,96.63
P4B4217N18,P4,B4217,4.77,5.91,5.79,96.21
P4B4217N19,P4,B4217,4.83,5.96,5.91,97.09
P4B4217N20,P4,B4217,4.96,6.38,6.13,99.72
P4B4218N11,P4,B4218,5.05,5.99,6.17,98.91
P4B4218N12,P4,B4218,4.95,5.74,6.04,97.32
P4B4218N13,P4,B4218,5.08,6.11,5.99,98.44
P4B4218N14,P4,B4218,5.24,6.12,6.2,99.85
P4B4218N15,P4,B4218,4.64,5.93,6.05,97.33
P4B4218N16,P4,B4218,5.12,6.14,6.42,100.76
P4B4218N17,P4,B4218,4.73,5.95,6.03,97.45
P4B4218N18,P4,B4218,4.93,5.54,6.07,96.83
P4B4218N19,P4,B4218,5.02,5.94,6.14,98.55
P4B4218N20,P4,B4218,4.83,5.98,6.09,98.03
P4B4219N11,P4,B4219,5.03,6.14,5.6,96.49
P4B4219N12,P4,B4219,5.09,5.99,6.02,98.24
P4B4219N13,P4,B4219,4.9,6.13,6.08,98.61
P4B4219N14,P4,B4219,4.88,6.33,5.67,97.1
P4B4219N15,P4,B4219,5.03,5.83,5.99,97.49
P4B4219N16,P4,B4219,4.58,5.83,6.18,97.57
P4B4219N17,P4,B4219,5.01,5.82,6.0,97.47
P4B4219N18,P4,B4219,5.02,5.49,6.14,97.21
P4B4219N19,P4,B4219,4.9,5.79,5.95,96.91
P4B4219N20,P4,B4219,5.21,5.9,5.99,98.07
P4B4220N11,P4,B4220,5.04,6.1,5.91,97.92
P4B4220N12,P4,B4220,4.89,6.09,5.8,97.05
P4B4220N13,P4,B4220,5.17,5.95,5.97,98.02
P4B4220N14,P4,B4220,4.9,5.98,6.04,97.94
P4B4220N15,P4,B4220,5.0,5.98,6.08,98.33
P4B4220N16,P4,B4220,4.9,6.09,6.42,100.17
P4B4220N17,P4,B4220,5.14,5.84,5.83,96.95
P4B4220N18,P4,B4220,5.18,5.93,5.67,96.5
P4B4220N19,P4,B4220,5.11,5.73,6.03,97.55
P4B4220N20,P4,B4220,4.93,6.01,5.89,97.33
P4B4221N11,P4,B4221,4.91,6.18,5.59,96.3
P4B4221N12,P4,B4221,4.89,5.93,6.21,98.61
P4B4221N13,P4,B4221,5.25,6.08,6.25,99.99
P4B4221N14,P4,B4221,5.18,6.04,5.91,98.03
P4B4221N15,P4,B4221,5.16,6.14,6.25,99.99
P4B4221N16,P4,B4221,5.21,6.02,6.02,98.58
P4B4221N17,P4,B4221,4.78,5.88,5.82,96.31
P4B4221N18,P4,B4221,5.0,6.2,6.06,98.91
P4B4221N19,P4,B4221,5.03,5.88,5.87,97.05
P4B4221N20,P4,B4221,5.21,6.21,5.49,96.5
P4B4222N11,P4,B4222,5.12,5.99,5.82,97.32
P4B4222N12,P4,B4222,5.14,5.81,5.8,96.7
P4B4222N13,P4,B4222,4.99,5.78,6.16,98.12
P4B4222N14,P4,B4222,5.38,6.08,6.17,99.87
P4B4222N15,P4,B4222,5.12,5.9,6.07,98.28
P4B4222N16,P4,B4222,4.66,5.87,6.36,98.74
P4B4222N17,P4,B4222,5.26,6.32,6.51,102.03
P4B4222N18,P4,B4222,5.2,5.86,5.89,97.44
P4B4222N19,P4,B4222,5.06,6.25,5.89,98.33
P4B4222N20,P4,B4222,5.36,6.04,6.13,99.48
P4B4223N11,P4,B4223,4.7,6.07,6.22,98.71
P4B4223N12,P4,B4223,4.83,5.84,5.95,96.95
P4B4223N13,P4,B4223,5.12,5.99,6.0,98.22
P4B4223N14,P4,B4223,4.95,6.08,5.9,97.63
P4B4223N15,P4,B4223,5.12,5.8,6.06,97.93
P4B4223N16,P4,B4223,5.2,6.02,5.89,97.89
P4B4223N17,P4,B4223,5.18,5.56,6.02,97.16
P4B4223N18,P4,B4223,5.16,6.48,6.24,100.95
P4B4223N19,P4,B4223,5.15,5.53,6.09,97.34
P4B4223N20,P4,B4223,5.09,6.14,5.67,96.96
P4B4224N11,P4,B4224,5.16,5.67,5.83,96.48
P4B4224N12,P4,B4224,4.99,6.01,5.89,97.44
P4B4224N13,P4,B4224,5.28,6.09,6.11,99.37
P4B4224N14,P4,B4224,4.7,5.77,5.9,96.19
P4B4224N15,P4,B4224,4.82,5.96,6.03,97.66
P4B4224N16,P4,B4224,4.58,5.75,5.97,96.25
P4B4224N17,P4,B4224,4.9,6.25,6.21,99.61
P4B4224N18,P4,B4224,5.1,5.78,6.21,98.58
P4B4224N19,P4,B4224,4.99,5.74,6.17,98.05
P4B4224N20,P4,B4224,4.78,5.59,5.83,95.48
P4B4225N11,P4,B4225,5.08,5.8,6.21,98.61
P4B4225N12,P4,B4225,4.81,6.03,5.78,96.62
P4B4225N13,P4,B4225,4.81,5.82,5.99,97.02
P4B4225N14,P4,B4225,5.01,6.0,6.09,98.49
P4B4225N15,P4,B4225,4.98,6.36,6.2,100.05
P4B4225N16,P4,B4225,5.16,5.97,6.18,99.14
P4B4225N17,P4,B4225,5.05,5.77,6.16,98.21
P4B4225N18,P4,B4225,5.09,6.22,6.14,99.54
P4B4225N19,P4,B4225,4.98,6.24,6.24,99.89
P4B4225N20,P4,B4225,5.11,5.99,5.71,96.75
P4B4226N11,P4,B4226,4.83,5.89,6.15,98.08
P4B4226N12,P4,B4226,4.98,6.21,5.83,97.74
P4B4226N13,P4,B4226,5.3,5.73,5.86,97.1
P4B4226N14,P4,B4226,5.0,5.93,6.17,98.65
P4B4226N15,P4,B4226,4.95,6.0,5.86,97.2
P4B4226N16,P4,B4226,4.94,5.64,6.12,97.4
P4B4226N17,P4,B4226,4.77,6.0,6.18,98.44
P4B4226N18,P4,B4226,5.28,5.92,6.25,99.56
P4B4226N19,P4,B4226,4.97,5.9,6.31,99.19
