"BATCHNBR","TEST1","TEST2","TEST3","TEST4","TEST5","TEST6","TEST7","TEST8","TEST9","TEST10","BATCHQUALITY"
"B4153","3.49","9.24","2.05","5.11","5.98","3.71","7.92","9.47","7.07","7.61","poor"
"B4154","5.52","7.45",".27","8.53","8","3.91","6.87","7.24","8.11",".38","poor"
"B4155","8.05","9.55","6.17","9.4","6.29","9.74","6.44","5.15","2.11","4.89","good"
"B4156",".17","5.21","7.06","6.93","9.31",".64","1.77","6.06","4.68","7.15","good"
"B4157","8.82","2.59","6.65","4.34","8.67","7.13",".02","8.93","8.51","2.02","good"
"B4158","7.4","6.38","4.61","4.9","8.75","8.95","5.62","9",".98","6.43","good"
"B4159","1.2","1.47","7.11",".39","6.43",".77","1.92","7.32","9.59","9.17","good"
"B4160","1.34","9.57","1.72","4.44","5.81","4.17","6.25","1.77",".88","3","good"
"B4161",".99",".1","5.33","5.83","7.34","4.72","5.5","4.95","8.03","7.26","good"
"B4162","4.9","1.85","9.21","4.07","7.95","7.93","7.34","7.19","3.45","8.05","good"
"B4163",".49","7.5","8.56","9.57","1.65",".22","7.9","2.37","5.68","6.47","poor"
"B4164","1.46","6.07","7.61","1.1","2.47","2.31","4.9","8.51","5.22","8.89","good"
"B4165","9.02","3.67","1.59","2.67","1.82","1.66","6.56","7.66",".26","7.11","good"
"B4166","1.8",".28","8.09","2","7.94","6.42","6.71",".73",".07","4.7","good"
"B4167","8.55","4.17",".62","1.04","2.02","4.12","9.58","1.87","3.29","4.58","poor"
"B4168","3","8.19","7.65","4.22","1.16","2.42","1.74","8.16","7.64","1.45","good"
"B4169","4.27",".26","9.22",".67","2.76","5.16","7.9","7.94","8.5","3.05","good"
"B4170","9.89","6.49","7.85","9.04","1.92","4.73","2.34",".71","5.02","6.46","good"
"B4171","6.64","3.95","5.66","6.94","4.8","6.82",".74","3.44","6.71",".76","good"
"B4172",".27","8.31","5.39","2.31","5.95","5.37",".87","4.88",".05","8.73","good"
"B4173","6.04","3.69","3.97","2",".75","2.27","7.68","9.08","1.08","7.12","poor"
"B4174","5.36","1.58","9.13","4.04","8.09","7.16","7.99","2.45","7.36","6.01","good"
"B4175","9.95","2.39","3.39","4.89","1.48","6.03","2.7","8.05","4.3","6.44","good"
"B4176",".72","5.45","2.06",".69",".09","1.32","5.95","8.93","5.23","3","poor"
"B4177","6.06","1.36","2.99","8.24","1.34","7.83","5.04","5.04","5.22","1.41","good"
"B4178","4.11","7.19","8.51","6.89","2.47",".87","6.25","2.07","4.47","3.71","good"
"B4179","7.9","6.27","2.94","6.58","4.7","6.46","4.73","5.51","9.63","6.4","good"
"B4180",".33","8.59","9.87","7.29","3.39","1.66","1.4",".27","4.55","1.88","good"
"B4181","7.44",".74","6.35","4.19","9.75","8.75","3.82","4.13","8.51","9.26","good"
"B4182","1.84",".86","9.65","8.69","6.9","6.72","6.26","8.83","7.8","3.78","good"
"B4183","9.51","9.92","5.88","9.65","7.55","7.49","6.46","4.42","2.87","1.83","good"
"B4184","7.24","5.82","2.44","9.71","2.22","1.06","9.28",".06","7.62","9.64","good"
"B4185","9.13",".37",".47","3.34","4.8","1.72","2.25","1.6","2.86","7.31","poor"
"B4186","5.81","3.5","4.08","8.3","9.02","7.99","3.92","9.72","6.83","2.1","good"
"B4187","9.55","9.06",".97","9.05","6.14","3.58","1.67","6.22","6.44","3.94","good"
"B4188","8.01","4.99","8.88","2.76",".64","7.7","8.4","8.43","7.32","2.94","poor"
"B4189","5.41","5.23","6.2","3.93","7.92","8.77","7.65","3.1","7.67","7.22","good"
"B4190","9.72","2.31","3.26","7.74","3.15","1.89","2.62","9.67","3.87","2.64","good"
"B4191","4.6","6.68",".66","1.8","8.27","7.9","7.76","9.12",".44","5.08","poor"
"B4192","9.9","7.15","2.46","4.38","4.45","8.42","9.41","9.81",".84","2.78","poor"
"B4193","2.17","3.93",".83","7.74","4.14","3.92","9.75","1.65","4.31","4.63","good"
"B4194","5.82","3.06","8.4","6.15","5.45",".87","9.21","3.25","7.98","5.66","good"
"B4195","9.69","9.17",".29",".22","6.35","5.87","2.25","1.19","9.78","9.25","poor"
"B4196","8.69","7.19","7","1.84","6.79","2.62","9.22","7.38","5.15","5.84","good"
"B4197","2.78","8.03","2.6","5.21","1.36","5.85","3.09","3.69","6.6","7.05","good"
"B4198","1.84","3.2","3.14","2.51","1.69","5.05",".6","2.08","1.82","7.95","good"
"B4199","9.08","6.27","9.54",".93","7.89","4.42","3.17","3.89","3.2","1.86","good"
"B4200","7.55","1.17","3.47","2.08","9.27","6.63","2.13","4.47","8.3","3","good"
"B4201","5.59","7.12","5.77","1.13","6.08","5.81","8.91","6.01","1.83","1.27","good"
"B4202","2.69","8.08","6.22","6.97","7.6","7.99","4.37","4.41","4.48","6.75","good"
"B4203","8.99","2.5","1.68","7.52","6.91",".43","5.4","1.85","1.02","6.37","poor"
"B4204",".97","8.92","8.5","1.08",".95","2.39","5.36","8.87","6.64","9.8","poor"
"B4205","8.7","3.85","8.72","1.1","4.04","3.27","4.92","4.53","5.61","1.18","good"
"B4206","1.02","5.56","5.65","9.31","1.27","5.82",".33","7.59","3.66","5.74","poor"
"B4207","3.85",".54","8.78","2.36","9.74","7.45","2.38",".13","6.52","7.94","good"
"B4208",".57","3.55","7.96","1.86","5.85","5.12",".76","4.96","1.9","5.23","good"
"B4209","9.6",".77","4.97","9.93","3.68","3.6","9.45","5.92","7.2","2.45","good"
"B4210",".8","7.45","6.27","5","7.55","5.93","7.59","6.76","1.49","6.18","good"
"B4211","9.15","7.99","6.47","4.65","5.79","2.15",".08","6.14","1.78","3.69","good"
"B4212","6.61",".48","8.04","8.42","4.8","8.17","3.38","2.78","9.81","4.16","good"
"B4213","1.62","2.2","5.48","9.18","1.11","1.25","4.57","7.66","3.65","1.67","good"
"B4214","4.45","3.01",".49","7.01","9","9.33","2.55","8.16","2.96","5.93","poor"
"B4215","5.72",".9","2.97","5.63","1.96",".33","9.1","1.58","3.91","9.23","poor"
"B4216","7.96","1.93",".73","4.8","6.66","6.61",".73",".09","1.15","8.78","poor"
"B4217","9.71","5.18","7.57","3.78",".88","6.66","3.03","3.07",".89","3.2","poor"
"B4218","4.75","5.68","6.18","1.47","9.74","6.96","6.56","6.69","7.94","7.68","good"
"B4219","7.04",".81","3.95","7.65","4.49","1.38","4.53","3.25",".8","2.96","good"
"B4220","8.83","8.7","8.92","6.4","8.49","4.42","2.78",".79","3.65","8.45","good"
"B4221","6.5","8.87","7.25",".83","3.45","8.16","7.71","5.07","4.68","3.01","good"
"B4222","9.61","3.25","4.25","2.17",".2","5.87","9.61","1.94","9.47","2.02","poor"
"B4223","7.06","1.49","8.82","2.47","4.62","4.82","5.83","8.29","4.94","3.64","good"
"B4224","8.41","2.73","9.19","7.33","4.33","1.42","6.46","2.09","3.6","1.44","good"
"B4225","8.08","9.13","9.54","2.28","1.07","2.26","9.06","1.92","5.61","4.76","good"
"B4226","8.78","2.92","9.91","2.09","4.85","1.63","6.61","1.68","1.07","1.9","good"
"B4227","2.8","3.28","2.3","6.61","7.13","2.35","1.14","9.98","3.11","7.42","good"
"B4228","1.35",".09","6.16","3.85","9.38","3.93","1.32","1.17","3.89",".02","good"
"B4229","5.73","7.04","4.46","1.5","9.69","8.64","2.3","2.84","8.07","8.37","good"
"B4230","4.02","4.44","9.61","8.12","2.65","3.68","4.51","3.73","4.52","6.25","good"
"B4231","2.29","7.83","5.3","3.96","8.72","2.03","6.44","3.39",".1","1.92","good"
"B4232","8.53","8.81","1.72","1.24","3.05","3.46",".99","3.45","9.09","4.62","good"
"B4233","5.23","8.4","5.73","4.01","2.59","5.36","9.15","7.87","2.03","8.03","good"
"B4234","8.92","7.42","6.28","9.65","7.92","3.98","2.02","4.73","2.15","8.33","good"
"B4235","9.46","2.89","6.31","3.88","5.09","9.04","9.02","3.07","4.39","5.73","good"
"B4236","7.06","4.98","6.07","3.37","7.44","3.73","6.75","7.25","7.15","3.47","good"
"B4237","5.76","2.58",".64","1.8","2.04",".77","2.3","1.02","4.93","5.62","poor"
"B4238","2.49","9.26","3.33",".72","5.84","3.07","1.25","8.16","2.74",".29","good"
"B4239","9.52","5.77",".35","9.91","3.47","6.08","4.92","1.32","1.1","7.58","poor"
"B4240","6.19",".85","2.28","2.49","2.18",".34","8.78","5.57","9.28","7.96","poor"
"B4241","8.82","6.05","4.97","5.2","4.02","7.53","9.89",".52","5.27","2.79","good"
"B4242","4.56","5.88","8.54","1.87","4.41","6.66","4.15","5.59","4.01","4.93","good"
"B4243","3.99","9.77","5.35","6.72","6.72","9.56","9.95","9.2","2.72","2.02","good"
"B4244","9.66","1.06","7.83","3.1",".87","3.04","6.04","1.13",".41","7.59","poor"
"B4245","2.14","2.9","9.94","8.47","4.34","7.39","8.23","2.67","2.31","5.77","good"
"B4246","6.23","6.66","2.27","6.44","8.87","9.32","4.62","8.52","1.46","7.05","good"
"B4247","2.14","4.69","7.75","6.34","7.72","9.56",".2","4.18","7.65","5.2","good"
"B4248",".63",".56",".55","9.58","9.74","1.18","9.26","2.47","3.91","6.5","poor"
"B4249","1.3","2.34","9",".16","4.61","9.75","5.56","7.5","4.89","7.6","good"
"B4250","8.59","9.19","9.2","6.02","9.27","5.01","7.56","2.45","5.52","9.19","good"
"B4251","3.7","4.75","4.32","7.92","3.89","2.06","8.66","9.45","5.38",".89","good"
"B4252","8.18","6.61","2.42","5.98","7.97","5.52","5.94","7.4","7.45","3.58","good"
"B4253","6.74",".13","7.78","6.31","6.4","8.48","9.17","4.29","7.51","6.69","good"
"B4254","4.03","4.56","3.61","1.3","7.83","4.55",".84","8.65","8.23","3.94","good"
"B4255","6.6","5.29","3.53","9.65","3.08","9.46","7.74","4.66","9.99","1.83","good"
"B4256","1.15","2.07","6.65","9.19","8.98","2.57","6.44","3.41","7.58","7.79","good"
"B4257","5.97","2.39",".69","9.59","8.73","8.76","4.04","4.45","4.1","8.46","poor"
"B4258","8.34","2.85",".86","2.2","5.64","5.43","7.38","1.95","7.56","1.38","good"
"B4259","5.63","6.61","4.9","3.22","4.3","8.69","1.12","9.63","3.84",".38","good"
"B4260","3.85","4.92","6.64","7.52","2.36",".85","2.8","7.15","6.73","3.93","good"
"B4261","5.08","2.74","1.71","2.04",".79","9.55","5.89","6.64","6.28","2.55","poor"
"B4262","4.24","9.95","3.44","9.23","7.23","9.78","5.27","7.54","5.75","1.74","good"
"B4263","7.69","7.06","1.58","2.13","5.9","9.53",".45","6.62","1.91","6.53","good"
"B4264","9.85","7.26","8","5.9","1.19","7.81","6.82","1.81","8.12","5.45","good"
"B4265","9.02","3.78","8.33","1.03","5","6.27","4.2","2.4","7.55","6.23","good"
"B4266","9.62","4.37","9.75","5.53","9","2.89","9.31","6.59","4.93","4.67","good"
"B4267","6.95","1.07","3.21","2.08","5.44","5.28","9.58","6.2","5.5","1.15","good"
"B4268","3.87","5.1","8.9","4.59","3.79","7.75","1.13","8.52","2.02","3.2","good"
"B4269","9.24",".24","6.83","5.42","9.15","1.49","8.28","6.52","1.43","2.83","good"
"B4270","3.55","8.55","4.47","8.74","7","1.06","5.58","5","1.3",".5","good"
"B4271","6.37",".56","1.03","4.65","4.1","6.99","7.75","6.56","8.56","1","good"
"B4272","8.34","1.83","3.13","7.71","5.54","9.07","4.74","6.43","4.5","6.85","good"
"B4273","7.1","9.97","2.14","6.49","2.95","4.24","9.52","8.02",".36","3.79","good"
"B4274",".72","2.43","3.83","7.49","6.39","8.61","3.64","2.98","6.17","7.58","good"
"B4275","1.08","7.58","5.33","8.61","5.37","3.74","1.87","2.08","6.49","6.17","good"
"B4276","4.38","6.31","4.84","6.83","1.41","2.03","1.56","3.32","9.32","3.38","good"
"B4277",".94","9.8","5.71",".17","6.8","3.05",".28","5.87","4.07","3.81","good"
"B4278","8.73","3.69",".15",".73","5.2","8.47","5.86","5.68","6.87","1.9","poor"
"B4279","7.66",".76","1.71","6.1",".32","9.47","9.85","8.18","1.2","2.4","poor"
"B4280","4.1","8.46","7.78","3.1","3.16","3.11","5.92","4.39",".14","6","good"
"B4281","9.24",".58","5.43","4.6","6.6","1.38","8.74",".27","6.66","6.1","good"
"B4282","8.65","7.37","3.34","7.58","8.57","8.8","9.87","6.14","4.59","3.67","good"
"B4283","6.37","2.15","3.94","3.24","5.98",".24","8.23",".02","5.39","4.95","poor"
"B4284","8.45","5.94","5.1",".48","8.88",".27","4.41","7.84","3.45","6.26","poor"
"B4285","6.55","8.45","9.12","4.65","3.21","1.39","1.18","9.29","8.87","3.35","good"
"B4286","5.61","1.1","4.24","6.83",".39","3.26","1.28","9.19","3.82","8.03","poor"
"B4287",".65","5.73",".74","4.68","8.59","2.17","2.65",".48","1.52","8.06","good"
"B4288","4.5","1.56","2.69","1.38","4.87","4.39","2.57","3.08","7.99","1.99","good"
"B4289","2.6","1.95","6.96","5.13","8.23","3.11",".73","4.78","6.13","3.32","good"
"B4290","1.96","1.18","8.24",".89","1.37","4.19","9.53","8.16","4.84","4.08","good"
"B4291","3.6",".2","7.4","9.11","5.14","4.18","7.2","6.73","9.25","2.51","good"
"B4292","9.52","1.74","7.29","6.01","7.12","9.93","3.27","3.82","3.88","6.27","good"
"B4293","5.46","6.81","7.98","1.22","2.82","9.76","3.74","4.77","5.89","6.92","good"
"B4294","7.25","7.12","4.18","1.3","8.3","9.77","6.03","8.54","2.84","7.12","good"
"B4295","7.54","5.57","2.38","3.04","1.86","9.75","9.74","4.49","7.42","1.14","good"
"B4296",".93","4.82","3.39","4.59","1.35","3.48","3.05","9.71","6.98","8.8","good"
"B4297","6.59",".06",".16","9.58","5.79","6.09","2.41","1.74","2.24","3.33","poor"
"B4298","3.91","3.39",".49","7","3.35","2.17","1.66",".07","5.26","8.71","poor"
"B4299","1.17","7.48","6.07","3.11","4.1","5.5","7.04","3.29","4.46","3.23","good"
"B4300","1.29","3.28","9.42","7.21",".39","3.17","6.58","6.43","6.41","4.99","poor"
"B4301","9.84","4.02",".11","2.56","6.53","3.07",".7","5.99","5.39","1.72","poor"
"B4302","4.71","1.58","9.83","4.03","7.62","7.02","7.38","2.87","7.06","1.67","good"
"B4303","9.04","4.31","4.21",".91","9.66","2.25","5.21","4.18","8.44","3.98","good"
"B4304","4.91","7.91","9.27",".59","1.46","2.29","5.03","9.47","6.84","3.17","good"
"B4305","9.86","8.85","6.47","9.11",".9",".18","1.9","8.63",".71","7.64","poor"
"B4306","6.15","8.36","2.65",".35","9.2","9.54",".12","6.45",".18","4.23","good"
"B4307","1.01","9.93","9.01","6.12","6.97","2.78","9.05","5.29","3.31","1.76","good"
"B4308","6.44","2.32","8.93","7.45","9.77","8.7","6.63","2.16","4.94","6.05","good"
"B4309","2.06",".91","5.44","2.55","3.91","3.9","2.49","5.98","2.86","8.24","good"
"B4310","8.47","2.97","2.56","7.54","1.95","6.09","4.81","3.73","7.76","3.25","good"
"B4311","1.57","5.91","5.24","8.41","7.49","8.82","1.44","8.73","7.98","4.74","good"
"B4312","6.77","9.17","3.82","6.01","3.39","7.31","7.83","10","3.1","5.94","good"
"B4313","6.25","3.66","4.15","5.27","5.2","7.18","9.79",".6","3.44","9.95","good"
"B4314","2.71","4.15","2.65","6.69","2.4",".06","4.31","2.44","5.02","5.72","poor"
"B4315","5.82","8.99","9.02","8.41","7.63","2.13","8.9","3.21","7.04","2","good"
"B4316","9.7","2.04","4.35","4.84","3.93","2.91","4.16","5.95","1.48","8.91","good"
"B4317","3.43",".4","2.07","1.18","1.73","7.22","3.55","4.42","9.73","3.29","good"
"B4318","1","3.14","9.47","7.12","2.77","1.87","8.31","1.51","3.2","2.01","good"
"B4319","3.65","3.17","4.43","8.8","3.03","2.24","6.98","6.98","6.78","5.95","good"
"B4320","7.3","9.21","4.77","7.01",".06","6.53","7.63","2.18",".81","1.33","poor"
"B4321","8.7","7.45","4.38","8.69","4.99","6.04","7.72","7.81","5.78","3.89","good"
"B4322","1.64","9.79","5.72","5.87","9.02","5.72","2.45","6.91","8.33","5.18","good"
"B4323","2.69","8.15","5.23","1.74",".54","1.72","5.21",".07","6.54","1.96","poor"
"B4324","8.11",".45","5.92","7.78","8.33",".71","1.89","6.81","9.08","4.42","good"
"B4325","1.03","6.53","6.38","9.35","4.22","6.22","7.09",".09","7.63","4.36","good"
"B4326","9.66","8.52","6.11","4.29",".16","9.48",".54","1.03","7.41","4.92","poor"
"B4327",".72","2.42","9.46","6.92","8.83",".22","1.33",".4","3.87","8.67","poor"
"B4328","5.65","4.18",".63","6.59","2.74",".82","1.8","6.48","6.34","8.87","good"
"B4329","8.91","7.97","5.94","5.47","5.16","8.06","6.27",".62","9.48","6","good"
"B4330","1.45","7.5","7.09","8.75","1.01","8.26",".9","5.54",".05","5.04","good"
"B4331","3.19","5.15","5.73","2.25",".04","7.8","9.75","3.14","3.56","9.09","poor"
"B4332","9.97","5.07","8.87","7.06",".98","7.45","6.25","3.36","3.8","1.98","poor"
"B4333","2.45","1.41","4.61","7.62","1.62","5.66",".37","2.51","8.7","2.2","good"
"B4334","5.53","6.19","7.61",".94","1.2","9.6","6.57","3.83","9.51","5.57","good"
"B4335","1.41","3.52",".2","3.67","5.5","6.28","6.32","5.57","1.8","7.87","poor"
"B4336","9.73","7.14","9.36","4.19","2.24","4.5","6.58",".28","6.57","8.78","good"
"B4337","7.47","8.98","6.59","1.41","1.54","7.56","5.17","8.97","1.35","1.24","good"
"B4338","7.87","3.78","3.82","4.6","3.65","6.79","1.27",".12","8.32","2.42","good"
"B4339","6.19",".89","9.7","4","6.27",".25","6.24","1.9","2.29","1.44","poor"
"B4340","9.49","7.94","2.82","8.8","5.39","2.8","9.87","9.64","4.18","3.62","good"
"B4341",".96","1.13","2.13","9.21","1.88","1.54","3.37",".87","7.51","1.32","good"
"B4342","9.91","2.38","3.31","2.57","1.66",".3","1.11","7.34","3.27","7.64","poor"
"B4343","1.5","2.37","3.24",".18","5.91","3.45","8.95","1.68","8.01",".96","good"
"B4344","1","6.18",".16","8.98","9.12","5.54","1.88",".75","3.53","3.82","poor"
"B4345","0","2.95","8.68",".52","3.08","9.78","9.83","5.16","2.78","6.19","good"
"B4346","8.1","1.23","9.01",".56","3.43","4.12","2.27",".08","2.86","7.91","good"
"B4347","8.3","2.16","8.39","2.48","9.9",".82","2.93","9.92","6.42","1.52","good"
"B4348","6.76","8.34",".1","2.77","9.97","7.74","5.48","4.83","9","6.93","good"
"B4349","4.09","2.34","7.13","8.76","6.81",".53","9.23","4.56","4.45","4.09","poor"
"B4350","6.77","8.04","3.41","4.03","5.72","3.67","4.51","9.27","6.47",".8","good"
"B4351","2.71",".34","8.33","6.68","7.68","1.52","6.45","4.79","1.57","6.15","good"
"B4352","2.18","8.58",".49","3.83","8.02","6.96",".9","1.6","7.04","1.94","poor"
"B4353",".6","7.89","8.31","7.03",".11","5.48","2.26","4.72","9.19","6.11","poor"
"B4354","6.93","7.12","8.52","1.25","4.51","3.2","1.42",".23","1.43","5.68","good"
"B4355","6.96",".52","9.87","8.51","3.03","8.8","4.68","9.11","1.5",".28","good"
"B4356","3.14",".97","8.23","6.58","9.98","9.5","8","5.92","7.65","3.07","good"
"B4357","2.06","2.2","5.78","1.52","1.05","4.96","2.15","8.2","8.16","6.7","good"
"B4358","8.57","4.69","7.35","8.3","8.33","3.01","4.06",".52","3.29",".13","good"
"B4359","1.4","6.78","4.04","8.74",".09","8.38","9.46","5.84","8.06","7.2","poor"
"B4360","6.62","8.87","5.13","8.08","3.98","5.74","3.14","8.76","3.51","2.58","good"
"B4361","4.4","8.69","6.64","6.86","2.98","2.25","5.32","1.78","2.32","6.43","good"
"B4362","2.33",".75","8.5","7.46","4.49","7.12","1.85","8.99","6.86","7.35","good"
"B4363","4.3",".39",".86","5.52","6.5","3.71","4.3","8.83","4.65","7.02","good"
"B4364","9.44","6.87","4.49","4.88",".59",".51","7.73","3.21",".62","5.76","poor"
"B4365",".85","4.93","7.26","2.22","7.59","5.97","6.05","9.6","4.44","5.57","good"
"B4366","7.5","2.01","5.09","1.78",".66",".79",".37","2.46","2.88","1.32","poor"
"B4367",".26",".5","7.17","8.75",".42","2.95","2.86","8.27","9.43","6.86","poor"
"B4368","2.82","6.34","7.95",".74","9.5","7.94","4.28","5.61","9.44","4.58","good"
"B4369","3.31","3.06","6.11","7.74","1.59","7.92",".94",".77","1.41","4.89","good"
"B4370","3.66","9.34","1.38","4.53","9.6","5.18","4.09","8.12","4.34","2.22","good"
"B4371","8.62","3.17","1.18","8.95","3.56","8.74","2.32","6.06","3.52",".44","good"
"B4372","9.4","3.65","1.34","2.97","3.19","2.9","5.48","9.45",".98","3","good"
"B4373","9.74","8.95","6.78","1.93","5.94",".46","7.66","5.39","4.62","5.16","poor"
"B4374","2.46","2.14","8.12","4.72","2.65","7.32","6.88","1.97","7.31","5.39","good"
"B4375","8.76","9.04","8.39","4.31",".14","9.66","3.08","6.39","5.77","8.91","poor"
"B4376","1.31","1.62","4.39","5.91","5.34","2.88","4.49","5.45","3.32","6.51","good"
"B4377","5.58","4.95","3.78","4.44","5.69","8.17","1.89","1.43","6.69","7.84","good"
"B4378","5.04","5.31","5.84","3.56","4.93","2.87","8.12","3.73","5.15","1.17","good"
"B4379","5.56","5.79","1.42","8.07","8.71","1.62","7.94","3.63","4.72","3.33","good"
"B4380","1.23","3.08","1.86","8.78","1.46","1.04","9.17","7.98","2.31","9.67","good"
"B4381","1.55","5.19",".32","1.49","7.03","8.54","5.49",".53","9.58","2.27","good"
"B4382","6.72",".16","5.24",".27","9.38","4.89","7.36","7.37","4.23","7.11","good"
"B4383","9.32","6.06","4.42","5.19","5.83","9.77","3.08","2.66",".42","5.51","good"
"B4384","8.46","3.43","1.45","3.63","9.05","6.66","2.31","4.21","2.96","1.24","good"
"B4385","1.91","7.71","2.43","1.58","1.15","2.4",".7","2.27","1.71","8.35","good"
"B4386","7.09",".41","9.55","2.61",".18",".95","9.1","2.53","7.1","3.71","poor"
"B4387","3.91","7.28","5.97","2.98","5.66","8.13","8.67","6.05",".76","3","poor"
"B4388","6.88","5.69","8.39","7.61","3.47","8.39","1.82","4.37","2.18","3.9","good"
"B4389","2.98","3.4","3.06","8.21","9.94","2.2","5.37","5.77",".51","8.83","good"
"B4390",".04","3.36","7.09","2.95","1.46",".42","4.05","5.23","3.92",".33","poor"
"B4391","1.99","1.05","6.43","3.43","3.65","8.97","6.03","6.21","6.68","9.26","good"
"B4392","7.73","8.82","4.39","3.85","2",".15","1.54","5.39","7.93","6.1","good"
"B4393","2.35","1.67","4.39","3.54","2.52","3.27","1.58","8.12","7.07",".73","good"
"B4394","9.41","4.52","8.59","7.4",".75","6.85","1.85","7","3.28","2.78","poor"
"B4395","3.07","3.61","5","9.28","1.56","2.02",".9","5.91","8.83","3.62","good"
"B4396","3.03","9.01","9.8","1.24","5.64","3.93","2.01","7.7","5.91","3.61","good"
"B4397",".47","1.91","7.57","8.83","3.62","6.81","5.19","6.81","9.57","4.8","good"
"B4398","7.63","6.22","3.7",".8","6.08","3.92","7.45","1.94","5.81","1.79","good"
"B4399","1.24","6.29","5.59","9.03",".93","1.96",".78","5.09","4.81","6.34","poor"
"B4400","7.84",".74","6.25","4.01","8.27",".98","3.79","1.38","7.55","5.32","good"
